"","text","score"
"218","in this weekes torah portion god command exodus ch v ecand you shall wash your hand and you shall not dieed letes all heed that advice along with that of our heal excuse me tongue stick out erts and together we will arrest the spread of covid stay safe and shabbat shalomeaeefbfecdefbf",0
"219","covid genetic analysis evolution point to usa a coronavirus source locate with great diversity of virus strain i the original source ec on the usa ha all f known strain of the virus wuhan most of china have on one",0.407
"220","dr now thinksassumes both my dad and hi wife have covid still no test been told to isolate from each other and to head to the er if fever spike this isnet some tamiflu feel better in day situate this the i linger around check in on your old peopleedaefbf",0.746
"221","st presumptive posit case in league city link to montgomery co case wash yo hand yeall stay healthy my friend edaefbfcoronavirus covid",0.746
"222","f to our website for any update on specific measure we may be taking to help keep our community and colleague healthy eeaefbf",0.147
"223","e where can community member find information about coronavirus prepared on your libraryes website or at branch location ulcchat covid",0.068
"224","time are difficult now and may be more so in the come week send love and strength and safety to all we are all in this togetheredaefbf coronavirus covid strengthfromwithin",0.746
"225","long springbreak ahead of u to help with social distance do our part to slow down the spread of covid good opportunity for our family to spend time together get caught up on some home project edaefbfafawish u luck flattenthecurve coronavirus fcps fairfaxcounty",0.746
"226","we are host a virtual town hall to help our healthcare custom understand how to effective communicate with patient and consume during this serious public heal issue register now eea",0.147
"227","please watch this eacefbf and rethink your strategy ffb covid coronaoutbreak coviduk ffaa",0.389
"228","eaaefbf consular new in the text of the coronavirus crisis and to avoid nonessential travel which could facilitate the spread of the virus it was decide to suspend until further notice all flyingconsul mission thank for your understand covid",-0.066
"229","beginning saturday march all branch will move to drivethru service on until further notice all capfedcae branch lobby will be temporarily close this include lawrence and kc instore location atms will remain avail full message",0.279
"230","we know this can be a stressful time for student the student well cent i dedicate to support student the b we can while protect the heal and safety of our student and staff for answer to faqs eeaefbf",0.147
"231","eaaefbf omdreb response to covid",-0.066
"232","covid breastfeed eca i am not a medical or lactate professional so i am not offer advice but i want to direct you to the cdc page on breastfeed and coronavirus at the link in my bio youell see whereea",0.351
"233","right now i a time to lift each other up help each other out and raise that universal stoke raise your hand if youere with me fbfbcedefbf checkyourprivilege ahimsa clamclan covid purveyorofstoke laguna creekea",0.125
"234","even though we may be close our animal will continue to receive all the care and love they get on a daily basis edaefbf we appreciate your support and understand and will continue to provide update a they become avail here on our website",0.746
"235","forget about covid pls who told our women that wash their maggi hand inside the pot make the soup sweet ffeb",-0.522
"236","i think i will get poison from the disinfectant before covidfabfbedefbf",0.125
"237","so world lead want to do your meet by facetime now screenshot the new photo op think wise folk covid caronaviruspandemic ffcfeccefbf ff",0.463
"238","fbfmuch be popping off out here ites bigger than these street nycedaefbf alwaysbeprayerful covid",0.746
"239","everything i close covid my cancer cell are go directly to the freezer so you too stay at home time to write the thesis then fabfbedefbfacfhope to go back to the excuse me tongue stick out eriments ffaab fa soon",0.125
"240","total ffa what the fk ha covid got to do with climate change everyone i still fking there work eat shoppe drive gonna tell me ites because no one drive or fly real fabfbedefbf fakenewsalert",0.125
"241","trip to everywhere i very cheap and school i now cancel look like my two week long spring break iell be in a different country every dayfecfbcovid coronaoutbreak coronapocalypse",0.463
"242","absolute state of this wea cheltehamfestival covid covidireland latelateshow latelate",0.571
"243","will the behindthetweets segment by your team be carry on or will you also be postpone this due to covid and put back to a late date thank you eda",0.746
"244","we will stare adversity in the eye and take control of our destiny we are send edaefbf to and the re of the world because of this pandemic coronavirus covid staystrong fight and always be a winner from",0.746
"245","take care of yourselves guy edaefbf stay safe covid dfamily zquad",0.746
"246","covid i just found the cure ebaefbfafafafafb",0.657
"247","i would take a coronavirus bullet for h eda covid",0.746
"248","shoutout to all my fellow pharmacy worker todayfbecfbfbcovid",0.463
"249","so far coronavirused ffbspread to country ffb deaths ffb infect ffb critical ffb cover ffbwho declare a pandemic ffbfollow safety tip ffbstay safe f covid coronaviruspandemic covid lka",0.1
"250","prevention i better than cure and ik shouldnt hesitate from ply to modi our pm will on welcome you in this fight against covid i didnt say a the about warebefbf",-0.522
"251","edaefbfadfa human find a way if covid doe anything right it will be bring u together in one way or another italystaystrong italy",0.746
"252","please end this ramadhani wanna go terawih in peace and iftar with my friendsedaefbf coronavirus covid",0.746
"253","major proper respect to for add this option in with the outbreak of covid fafbedaefbf",0.746
"254","current lab in india which can duct primary test for covid will eacefbf to out of these second test or the confirmatory test can be conduct at lab diagnose asymptomatic person can create false sense of security",0.286
"255","if the coorg you are work for hasnt carry out any safety talksbriefs on corona virus issue to date then it say alot bout them time to blow the lid off ecaff covid",0.2
"256","ecimpeachthemf eadefbftestthemf quarantinethemf also votebluenomatterwho we need to dumptrump quarantinetrump coronapocalypse cv coronavirus coronaoutbreak coronaviruspandemic coronavirusupdates covid covid covid covid",0.407
"257","people on the podium tell me to wash my hand ffaaedeefbf covid",0.125
"258","amid this sane coronavirus scaregovernment target are even more vulnerable please help protectsuzie who i in another country and deal with serious financial hardshipsthank you edaefbf",0.746
"259","ffaa break public school across florida will be close for two week to help slow the spread of the covid coronavirus eeaefbf full tail",0.147
"260","thank god thats over just corona virus to get through now fafbcedefbf cheltehamfestival coronavirus",0.125
"261","da coronavirus so real ifa fbfbefbfbesay i havent been filln well for a few dayz da fock no biit fbedefbfafafa ill hit u back n weekz seanquarantine fabfbe seanway blackexcellence blackgirlmagic blackgirls blackwomeninhollywood theweeknd wakanda wakandaforever tallahasses",0.125
"262","hm while these nba ball player stay home i predict some additional add family member dropped off by the storklike i saw that make baby crazy dance ryan cord tee hee hee ffeaefbf coronavirus nba basketball sport",0.657
"263","how serious are we taking coronavirus in the sou one of the plastic surgery yoga mom at the gym today came bound down the stair sweaty and high on exercise endorphin i suppose and ask ecwho need a huged to the come i did not ffabedeefbf",0.125
"264","every time say i have an idea excuse me i know the world will notice it nice to see a bit of solidarity during difficult time covid coronavirus thank to all the colleague who joinededaefbfcd",0.746
"265","america leave the house for work now that were in a pandemicfederal state of emergency but rent i still due on the st facfabedefbf yaboirice whiterice coronavirus emergency sick joke justkiddingea",0.125
"266","ffa we have lost our first coloradan send love and light to h family and friend edaefbf coronavirus covid staystrongamerica",0.746
"267","everybody stay safe stay calm fdfbcfaedaefbfb covid covid virus staysafe besmart list commonsense toronto ontario",0.746
"268","coronavirus evil virus cartoon character with forbidden stop sign vectorillustration isolate on white ca bluedarkart thechameleonart ff",0.117
"269","h a racist xenophobia state the virus ffaa start in wuhan and the hipster support their own indoctrinate and fend it ites easy then do the real hard work edefbf this video will get donaldtrump elect",0.506
"270","we are join with other in call on the ffba cable ffe phone company to immediate take action during this publichealth emergency ecefbf sign the petition",0.231
